,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
8125,1,2,0,0,Swan Insights,1099517.0,failure,1,Services,346.0,0.0,9,Europe
8126,1,5,0,1,TapCrowd,1293900.0,success,1,Media & Publishing,852.0,0.0,13,Europe
8127,7,5,5,5,TiGenix,68285880.0,success,6,Health Care & Biotechnology,1370.0,4437.0,22,Europe
8128,2,5,0,4,Voxbone,1522481.0,success,1,Information Technology,1003.0,0.0,17,Europe
8129,2,2,0,3,Yuntaa,1472100.0,failure,1,Real Estate,518.0,0.0,16,Europe
8130,6,1,3,0,Actcat,38730470.0,failure,3,Information Technology,125.0,779.0,10,Asia
8131,2,7,0,4,"astamuse company, ltd.",5000000.0,failure,1,Services,2558.0,0.0,17,Asia
8132,8,2,5,4,Brightcove,198007660.0,success,8,Data Science,425.0,3268.0,18,Asia
8133,6,5,0,1,connectFree,38730470.0,failure,1,Information Technology,1285.0,0.0,12,Asia
8134,5,0,4,0,CrowdWorks,14570000.0,success,5,Other,0.0,1011.0,11,Asia
8135,5,2,3,5,DeNA,19362564.0,success,3,Commerce & Marketing,385.0,617.0,23,Asia
8136,1,0,0,1,Double R Group,100000.0,failure,1,Commerce & Marketing,0.0,0.0,13,Asia
8137,6,7,0,5,Dream Link Entertainment,38730470.0,success,1,Services,4138.0,0.0,21,Asia
8138,1,2,0,1,EverConnect,200000.0,failure,1,Information Technology,497.0,0.0,12,Asia
8139,1,1,0,0,Finatext Ltd,300000.0,failure,1,Services,116.0,0.0,8,Asia
8140,2,5,2,1,FreakOut,5414717.0,success,2,Media & Publishing,892.0,430.0,12,Asia
8141,6,2,0,5,G-mode,38730470.0,success,1,Game & Applications,398.0,0.0,22,Asia
8142,6,7,0,5,GaiaX,38730470.0,success,1,Commerce & Marketing,2064.0,0.0,23,Asia
8143,8,0,5,4,GREE,152197920.0,success,4,Game & Applications,0.0,2664.0,18,Asia
8144,5,1,2,0,Gunosy,24100000.0,success,3,Electronics,83.0,503.0,10,Asia
8145,6,8,0,5,Hottolink,38730470.0,success,1,Data Science,4568.0,0.0,22,Asia
8146,6,1,0,0,IEMO,38730470.0,success,1,Information Technology,112.0,0.0,9,Asia
8147,1,0,0,5,Infoteria Corporation,200000.0,success,1,Information Technology,0.0,0.0,24,Asia
8148,2,5,0,1,Istpika,2396740.0,success,1,Design & Platforms,638.0,0.0,13,Asia
8149,6,6,0,5,iStyle Inc.,38730470.0,success,1,Consumer Goods,1543.0,0.0,23,Asia
8150,6,2,0,5,ITmedia KK,38730470.0,failure,1,Media & Publishing,417.0,0.0,23,Asia
8151,2,7,0,5,"LOCKON CO.,LTD.",2100000.0,success,1,Information Technology,2592.0,0.0,21,Asia
8152,6,2,0,5,Macromill,38730470.0,success,1,Data Science,225.0,0.0,22,Asia
8153,1,1,0,0,Miew,60000.0,failure,1,Information Technology,38.0,0.0,11,Asia
8154,2,1,3,1,milog,5000000.0,failure,2,Information Technology,123.0,655.0,13,Asia
8155,2,2,3,0,Moneytree,1600000.0,failure,2,Services,569.0,708.0,10,Asia
8156,2,2,0,0,Muse & Co,3400000.0,success,1,Information Technology,502.0,0.0,10,Asia
8157,8,8,4,5,NanoCarrier Co,124592504.0,success,2,Health Care & Biotechnology,5869.0,1331.0,26,Asia
8158,6,7,0,5,NEXT Co,38730470.0,success,1,Real Estate,3379.0,0.0,25,Asia
8159,2,2,2,1,NOBOT,1649028.0,success,3,Media & Publishing,191.0,371.0,13,Asia
8160,6,5,0,5,OKWave,38730470.0,success,1,Information Technology,1253.0,0.0,23,Asia
8161,1,2,0,2,Open Source Food,10000.0,success,1,Media & Publishing,288.0,0.0,15,Asia
8162,5,5,0,2,Pokelabo,12000000.0,success,1,Information Technology,943.0,0.0,15,Asia
8163,1,1,2,0,Prosbee Inc.,240000.0,failure,2,Community and Lifestyle,37.0,328.0,10,Asia
8164,7,7,4,5,Rakuten,42400000.0,success,2,Information Technology,3357.0,1457.0,25,Asia
8165,6,1,0,5,Salesforce Japan,38730470.0,success,1,Information Technology,6.0,0.0,22,Asia
8166,5,5,3,4,ScanSafe,28500000.0,success,2,Privacy and Security,1146.0,740.0,18,Asia
8167,5,3,4,5,Six Apart,22600000.0,success,3,Media & Publishing,599.0,1043.0,21,Asia
8168,1,1,0,1,SmartDocs (Teknowmics),248811.0,failure,1,Information Technology,40.0,0.0,12,Asia
8169,2,2,0,0,Spotlight,1858875.0,success,1,Electronics,363.0,0.0,11,Asia
8170,1,1,3,0,tritrue,1300000.0,failure,2,Information Technology,15.0,819.0,10,Asia
8171,6,7,0,5,V-cube Japan,38730470.0,failure,1,Information Technology,4065.0,0.0,24,Asia
8172,1,2,4,1,WebPay,1340000.0,success,3,Information Technology,275.0,1183.0,12,Asia
8173,1,7,0,1,webrage,1215845.0,failure,1,Design & Platforms,2326.0,0.0,13,Asia
8174,1,0,0,0,Action Plan Manager a.s.,242563.0,failure,1,Game & Applications,0.0,0.0,7,Europe
8175,6,0,0,0,Lekar.sk,38730470.0,success,1,Health Care & Biotechnology,0.0,0.0,11,Europe
8176,1,2,0,0,Mapiliary,53491.0,failure,1,Transportation,304.0,0.0,9,Europe
8177,2,2,4,1,ActSocial,2574004.0,success,2,Media & Publishing,567.0,1188.0,13,Asia
8178,4,5,2,5,Affinnova,10500000.0,success,2,Media & Publishing,1285.0,405.0,22,Asia
8179,1,8,0,5,Amaru,592365.0,failure,1,Information Technology,4689.0,0.0,23,Asia
8180,1,2,0,1,AppMakr,1000000.0,success,1,Information Technology,297.0,0.0,12,Asia
8181,2,5,0,0,Asia Pacific Digital,4099999.0,success,1,Media & Publishing,651.0,0.0,10,Asia
8182,6,7,0,4,Asian Food Channel,38730470.0,success,1,Services,2191.0,0.0,17,Asia
8183,5,7,0,5,Audience,15000000.0,success,1,Media & Publishing,3137.0,0.0,22,Asia
8184,1,0,0,0,Bidstalk,500000.0,success,1,Media & Publishing,0.0,0.0,9,Asia
8185,6,4,5,4,Bubbly,40000000.0,success,5,Media & Publishing,618.0,2173.0,17,Asia
8186,1,0,0,2,CartMomo,25000.0,failure,1,Commerce & Marketing,0.0,0.0,15,Asia
8187,1,0,0,1,ClickingHouse,50000.0,failure,1,Information Technology,0.0,0.0,13,Asia
8188,6,8,0,5,Consistel,38730470.0,failure,1,Services,4298.0,0.0,26,Asia
8189,6,8,0,5,Data Security Systems Solutions,38730470.0,success,1,Privacy and Security,4488.0,0.0,24,Asia
8190,6,7,2,4,Digital Marketing Solutions,38730470.0,failure,2,Media & Publishing,2130.0,427.0,20,Asia
8191,1,0,0,0,Drone Box,39240.31,failure,1,Science & Engineering,0.0,0.0,8,Asia
8192,1,0,2,1,e994,94000.0,failure,2,Information Technology,0.0,366.0,13,Asia
8193,8,8,0,6,Flextronics International,200000000.0,success,1,Electronics,12479.0,0.0,53,Asia
8194,1,0,2,0,Flocations,623500.0,success,3,Data Science,0.0,317.0,10,Asia
8195,1,5,0,1,Game Ventures,620000.0,success,1,Game & Applications,1061.0,0.0,13,Asia
8196,7,6,4,2,gumi,94000000.0,success,3,Game & Applications,1799.0,942.0,15,Asia
8197,6,2,4,0,Gushcloud,38730470.0,success,2,Media & Publishing,423.0,1261.0,11,Asia
8198,1,0,0,0,HundredApples,50000.0,failure,1,Education,0.0,0.0,11,Asia
8199,6,5,5,5,Intalio,39617280.0,success,6,Information Technology,858.0,4063.0,23,Asia
8200,1,0,2,0,iTwin,1298773.0,success,2,Services,0.0,84.0,10,Asia
8201,1,0,0,0,EVERFANS,50000.0,failure,1,Information Technology,0.0,0.0,10,Asia
8202,2,7,0,3,KAI Square,3200000.0,failure,1,Information Technology,3035.0,0.0,16,Asia
8203,5,2,4,0,Luxola,15600000.0,success,5,Commerce & Marketing,330.0,1167.0,11,Asia
8204,6,0,0,0,LuxTicket.sg,38730470.0,failure,1,Commerce & Marketing,0.0,0.0,10,Asia
8205,7,6,4,2,Metaps,52500000.0,success,4,Data Science,1571.0,1147.0,15,Asia
8206,7,2,5,4,Mig Me,44600000.0,success,6,Information Technology,522.0,3049.0,17,Asia
8207,5,0,4,1,MyCube,15107000.0,failure,2,Media & Publishing,0.0,988.0,12,Asia
8208,2,5,0,0,Nonstop Games,2900000.0,success,1,Other,808.0,0.0,11,Asia
8209,6,1,3,1,PriceArea,38730470.0,success,2,Commerce & Marketing,101.0,681.0,12,Asia
8210,2,7,0,5,Procera Networks,4195000.0,success,1,Electronics,3055.0,0.0,21,Asia
8211,1,0,2,3,Prosperity Financial Services Pte Ltd,370000.0,failure,2,Services,0.0,337.0,16,Asia
8212,2,1,5,5,Raise Partner,5695176.0,failure,3,Data Science,150.0,4017.0,21,Asia
8213,1,0,0,1,Roadhop,40000.0,failure,1,Transportation,0.0,0.0,12,Asia
8214,8,7,3,5,S*Bio,143500000.0,failure,3,Health Care & Biotechnology,3215.0,703.0,22,Asia
8215,1,5,0,1,Stream Media,1000000.0,failure,1,Electronics,709.0,0.0,13,Asia
8216,1,0,0,1,Talenz,50000.0,failure,1,Information Technology,0.0,0.0,14,Asia
8217,1,2,0,0,travelmob,1000000.0,success,1,Other,465.0,0.0,11,Asia
8218,1,0,0,0,TripFlick Travel Guide,100000.0,failure,1,Travel and Tourism,0.0,0.0,11,Asia
8219,2,5,2,1,VOLITIONRX,4000000.0,success,2,Health Care & Biotechnology,1519.0,228.0,12,Asia
8220,1,0,4,1,Zopim,392000.0,success,3,Messaging and Telecommunication,0.0,1130.0,14,Asia
8221,7,8,0,6,Acucar Guarani,45400000.0,failure,1,Manufacturing,12398.0,0.0,46,South America
8222,6,1,0,0,Admatic,38730470.0,success,1,Data Science,122.0,0.0,9,South America
8223,6,0,0,0,Adtrade,38730470.0,failure,1,Media & Publishing,0.0,0.0,9,South America
8224,1,8,0,6,Aeromot,243000.0,failure,1,Science & Engineering,6695.0,0.0,55,South America
8225,5,5,0,0,Beleza.Com,26499972.0,failure,1,Commerce & Marketing,1257.0,0.0,10,South America
8226,1,0,0,1,BlooBox,50000.0,failure,1,Media & Publishing,0.0,0.0,13,South America
8227,6,0,0,3,Bolsa de Mulher Group,38730470.0,success,1,Information Technology,0.0,0.0,16,South America
8228,5,1,2,1,Brandsclub,17000000.0,failure,2,Commerce & Marketing,57.0,381.0,13,South America
8229,8,1,0,2,Brenco,200000000.0,success,1,Information Technology,73.0,0.0,15,South America
8230,2,1,2,5,Buscape,6500000.0,success,2,Commerce & Marketing,153.0,225.0,23,South America
8231,1,2,0,1,Codemedia,60000.0,failure,1,Electronics,276.0,0.0,13,South America
8232,6,5,0,1,Coquelux,38730470.0,success,1,Commerce & Marketing,1340.0,0.0,14,South America
8233,8,8,0,6,CPM Braxis,100000000.0,success,1,Services,9650.0,0.0,40,South America
8234,2,0,2,0,CupomNow,1500000.0,failure,2,Commerce & Marketing,0.0,123.0,11,South America
8235,1,7,0,5,Digilab,362660.0,failure,1,Information Technology,1917.0,0.0,26,South America
8236,6,0,3,1,Digital Luxury,38730470.0,failure,2,Commerce & Marketing,0.0,731.0,14,South America
8237,1,0,0,1,Dindong,250000.0,failure,1,Information Technology,0.0,0.0,14,South America
8238,1,2,0,0,"Doctorfun Entertainment, Ltd",100000.0,failure,1,Game & Applications,212.0,0.0,9,South America
8239,1,0,0,1,DP7 Digital,100000.0,failure,1,Media & Publishing,0.0,0.0,13,South America
8240,1,0,0,0,Dude,30000.0,failure,1,Information Technology,0.0,0.0,8,South America
8241,1,5,0,5,Duroline,498000.0,failure,1,Services,1186.0,0.0,33,South America
8242,5,8,0,6,Elo Sistemas EletrÃ´nicos,16393442.0,failure,1,Services,11669.0,0.0,42,South America
8243,1,2,0,0,Envia LÃ¡,40000.0,failure,1,Game & Applications,325.0,0.0,10,South America
8244,6,7,0,1,ERPFlex,38730470.0,failure,1,Services,2093.0,0.0,12,South America
8245,1,0,0,0,Estrela Digital,1000000.0,failure,1,Media & Publishing,0.0,0.0,10,South America
8246,1,0,0,0,EzLike,100000.0,success,1,Media & Publishing,0.0,0.0,10,South America
8247,1,5,0,5,FK Biotecnologia,338834.0,failure,1,Health Care & Biotechnology,639.0,0.0,23,South America
8248,1,1,0,1,Food Brasil,110000.0,failure,1,Health Care & Biotechnology,146.0,0.0,12,South America
8249,1,0,0,1,Futuris.tk,10000.0,failure,1,Information Technology,0.0,0.0,13,South America
8250,1,7,0,5,Gesplan,242132.0,failure,1,Services,2038.0,0.0,25,South America
8251,6,7,0,5,iJigg.com,38730470.0,failure,1,Game & Applications,2710.0,0.0,22,South America
8252,1,1,0,0,Instapagar,550000.0,failure,1,Services,61.0,0.0,11,South America
8253,1,0,0,0,IPLSHOP Brasil,180000.0,failure,1,Commerce & Marketing,0.0,0.0,9,South America
8254,2,2,2,0,Lema21,4000000.0,success,2,Commerce & Marketing,354.0,299.0,10,South America
8255,1,2,0,0,Meeets,30000.0,failure,1,Events,217.0,0.0,8,South America
8256,1,7,0,6,Microinox,476000.0,failure,1,Transportation,2861.0,0.0,42,South America
8257,6,4,2,1,Navegg,38730470.0,success,2,Media & Publishing,630.0,228.0,14,South America
8258,6,0,4,0,olook,38730470.0,success,5,Commerce & Marketing,0.0,903.0,11,South America
8259,1,0,0,0,PagoPago,800000.0,failure,1,Media & Publishing,0.0,0.0,11,South America
8260,6,0,0,1,Samba Ventures,38730470.0,failure,1,Services,0.0,0.0,13,South America
8261,6,0,4,1,Scup,38730470.0,success,3,Information Technology,0.0,2007.0,13,South America
8262,1,0,3,0,Selo Reserva,225000.0,failure,2,Commerce & Marketing,0.0,609.0,10,South America
8263,6,0,2,0,Shoes4you,38730470.0,failure,2,Commerce & Marketing,0.0,92.0,11,South America
8264,1,2,0,0,Shopcliq,375000.0,success,1,Information Technology,213.0,0.0,10,South America
8265,1,0,0,1,Show de Ingressos,1500.0,success,1,Commerce & Marketing,0.0,0.0,13,South America
8266,6,6,0,1,SIEVE,38730470.0,success,1,Other,1579.0,0.0,12,South America
8267,1,1,0,1,Skedo,200000.0,failure,1,Information Technology,92.0,0.0,12,South America
8268,6,2,0,0,Sociall,38730470.0,failure,1,Information Technology,519.0,0.0,11,South America
8269,1,1,2,0,Sonoma,700000.0,failure,3,Commerce & Marketing,81.0,558.0,10,South America
8270,6,2,0,0,Trakgo,38730470.0,failure,1,Services,180.0,0.0,10,South America
8271,1,0,0,0,VÃ¡ de TÃ¡xi,517241.0,failure,1,Information Technology,0.0,0.0,9,South America
8272,1,8,0,6,Wallerius,233644.0,failure,1,Consumer Goods,18973.0,0.0,67,South America
8273,1,0,0,0,Zee.Dog,1000000.0,failure,1,Design & Platforms,0.0,0.0,10,South America
8274,1,1,2,0,ZeroPaper S/A,200000.0,success,2,Services,57.0,334.0,10,South America
8275,1,1,0,0,Zimp Recompensas,21929.824,failure,1,Commerce & Marketing,131.0,0.0,9,South America
8276,2,2,2,0,AddFleet,4160600.0,failure,2,Electronics,262.0,104.0,10,Europe
8277,6,7,0,5,Advanced Digital Design,38730470.0,success,1,Design & Platforms,2241.0,0.0,21,Europe
8278,5,7,0,5,Advanced In Vitro Cell Technologies,16211800.0,success,1,Health Care & Biotechnology,2523.0,0.0,21,Europe
8279,6,1,0,0,Agroptima,38730470.0,failure,1,Food & Agriculture,31.0,0.0,8,Europe
8280,2,0,4,0,Akamon Entertainment,5045650.0,success,3,Game & Applications,0.0,1059.0,11,Europe
8281,2,8,0,6,Alamak Espana Trade,6000000.0,failure,1,Natural Resources,14883.0,0.0,55,Europe
8282,5,7,0,5,arcplan Information Services AG,34060000.0,success,1,Data Science,3509.0,0.0,26,Europe
8283,2,5,2,1,Baobab Planet,1854110.0,failure,2,Media & Publishing,891.0,30.0,14,Europe
8284,2,0,0,1,Bettymovil,2000000.0,failure,1,Game & Applications,0.0,0.0,12,Europe
8285,2,0,0,1,Bevalley,1700000.0,failure,1,Data Science,0.0,0.0,12,Europe
8286,2,1,0,0,Blink Booking,4400000.0,success,1,Information Technology,60.0,0.0,10,Europe
8287,1,1,0,1,Bookioo,387700.0,failure,1,Information Technology,51.0,0.0,14,Europe
8288,5,2,3,3,BuyVIP,20000010.0,success,2,Commerce & Marketing,564.0,624.0,16,Europe
8289,1,5,0,4,BuyYourFriendADrink.com,625000.0,success,1,Commerce & Marketing,1044.0,0.0,17,Europe
8290,2,5,2,1,Carritus,1593610.0,failure,3,Commerce & Marketing,912.0,463.0,12,Europe
8291,8,5,4,4,Cellerix,115425740.0,failure,3,Health Care & Biotechnology,1339.0,880.0,18,Europe
8292,1,1,0,1,Club Santa Monica,692850.0,failure,1,Commerce & Marketing,150.0,0.0,12,Europe
8293,1,1,0,1,DocOnYou,550200.0,failure,1,Community and Lifestyle,139.0,0.0,12,Europe
8294,1,2,0,1,Doocuments,622125.0,failure,1,Information Technology,365.0,0.0,12,Europe
8295,6,0,0,1,DosYogures,38730470.0,failure,1,Commerce & Marketing,0.0,0.0,13,Europe
8296,1,2,3,0,Ducksboard,747936.0,success,2,Data Science,416.0,662.0,11,Europe
8297,2,7,0,5,Enigma Software Productions,1410000.0,failure,1,Game & Applications,4285.0,0.0,26,Europe
8298,1,0,0,0,FindThatLead,188302.0,failure,1,Information Technology,0.0,0.0,8,Europe
8299,5,2,3,4,Gigle Networks,31000000.0,success,2,Community and Lifestyle,446.0,615.0,17,Europe
8300,1,2,0,0,Gonway,310000.0,failure,1,Information Technology,190.0,0.0,10,Europe
8301,1,7,0,4,IMASTE,999950.0,success,1,Information Technology,3045.0,0.0,19,Europe
8302,1,5,0,5,iMente,153439.0,success,1,Media & Publishing,1157.0,0.0,22,Europe
8303,2,5,4,4,Indisys,6447280.0,success,3,Information Technology,828.0,2061.0,17,Europe
8304,1,0,0,0,Internet college internation S.L.,148600.0,failure,1,Information Technology,0.0,0.0,11,Europe
8305,6,1,0,0,iQapla,38730470.0,failure,1,Services,104.0,0.0,7,Europe
8306,1,2,2,0,Knok,970000.0,failure,2,Information Technology,245.0,445.0,11,Europe
8307,1,2,3,0,Knox Media Hub,488605.0,failure,2,Other,456.0,640.0,10,Europe
8308,5,2,3,0,La Nevera Roja.com,14284977.0,success,4,Services,453.0,798.0,11,Europe
8309,2,4,0,4,LemonQuest,2550000.0,failure,1,Media & Publishing,632.0,0.0,17,Europe
8310,1,2,0,0,Letsdecco,52110.0,failure,1,Commerce & Marketing,218.0,0.0,10,Europe
8311,6,2,0,2,Linkua,38730470.0,failure,1,Education,328.0,0.0,15,Europe
8312,1,5,0,2,Litebi,748550.0,failure,1,Data Science,1023.0,0.0,15,Europe
8313,2,5,0,1,lucierna,2106600.0,success,1,Information Technology,839.0,0.0,13,Europe
8314,6,2,0,1,mgMEDIA,38730470.0,failure,1,Privacy and Security,463.0,0.0,13,Europe
8315,5,5,4,0,Minoryx Therapeutics,25849354.0,success,3,Health Care & Biotechnology,824.0,923.0,11,Europe
8316,2,6,2,4,mmCHANNEL,2977800.0,failure,2,Media & Publishing,1737.0,29.0,19,Europe
8317,1,1,0,0,mondeapp,234615.0,failure,1,Game & Applications,32.0,0.0,8,Europe
8318,6,0,0,1,Moviles.com,38730470.0,failure,1,Information Technology,0.0,0.0,12,Europe
8319,1,8,0,5,Nomadica Brainstorming,600000.0,failure,1,Services,7458.0,0.0,32,Europe
8320,5,7,0,5,NTRglobal,34000000.0,success,1,Information Technology,3074.0,0.0,22,Europe
8321,1,1,0,0,Ohlalapps,385980.0,failure,1,Information Technology,139.0,0.0,9,Europe
8322,2,7,0,4,Only-apartments,4700000.0,failure,1,Commerce & Marketing,4131.0,0.0,19,Europe
8323,2,2,4,1,Oonair,3098400.0,failure,2,Media & Publishing,498.0,987.0,13,Europe
8324,1,5,0,4,Openfinance,607200.0,success,1,Services,1442.0,0.0,20,Europe
8325,1,2,0,0,PLD Space,1320474.9,failure,1,Science & Engineering,476.0,0.0,11,Europe
8326,2,6,0,4,Polymita Technologies,3091250.0,success,1,Services,1574.0,0.0,20,Europe
8327,1,2,0,0,Pricebets,175916.0,failure,1,Sports,318.0,0.0,11,Europe
8328,1,0,2,1,PRUSLAND SL,1314175.0,failure,3,Media & Publishing,0.0,279.0,12,Europe
8329,1,7,0,1,RED INNOVA,52840.0,failure,1,Information Technology,1978.0,0.0,14,Europe
8330,2,5,0,2,Rockola Media Group,2037750.0,failure,1,Media & Publishing,999.0,0.0,15,Europe
8331,2,7,0,4,eyeOS,1445300.0,success,1,Information Technology,2159.0,0.0,17,Europe
8332,2,2,2,0,Saluspot,1470436.0,success,2,Health Care & Biotechnology,318.0,213.0,11,Europe
8333,2,2,2,1,SinDelantal,1851372.0,success,2,Services,161.0,258.0,12,Europe
8334,6,1,0,0,StopandWalk.com,38730470.0,failure,1,Design & Platforms,62.0,0.0,10,Europe
8335,3,5,3,4,Telemedicine Clinic,9711297.0,success,2,Health Care & Biotechnology,1277.0,804.0,20,Europe
8336,8,8,0,6,Telvent Git,103000010.0,success,1,Information Technology,16753.0,0.0,59,Europe
8337,1,0,0,1,Tenders.es,340966.0,success,1,Commerce & Marketing,0.0,0.0,13,Europe
8338,6,0,2,0,The Fab Shoes,38730470.0,success,2,Commerce & Marketing,0.0,182.0,10,Europe
8339,1,0,0,0,The Urban Roosters,37484.0,failure,1,Media & Publishing,0.0,0.0,8,Europe
8340,1,0,0,0,Timp.pro,126457.0,failure,1,Information Technology,0.0,0.0,7,Europe
8341,1,0,4,1,TouristEye,475000.0,success,3,Media & Publishing,0.0,1009.0,12,Europe
8342,1,6,0,3,Trovit,871000.0,success,1,Consumer Goods,1618.0,0.0,16,Europe
8343,5,5,0,3,Tuenti Technologies,12004200.0,success,1,Electronics,1423.0,0.0,16,Europe
8344,6,2,0,0,Unified App,38730470.0,failure,1,Information Technology,156.0,0.0,9,Europe
8345,1,7,0,5,VIDA Software,592000.0,failure,1,Information Technology,1825.0,0.0,21,Europe
8346,2,8,0,5,Virgin Play,3860000.0,failure,1,Game & Applications,4909.0,0.0,27,Europe
8347,2,1,2,3,Whisher,3159200.0,success,2,Information Technology,31.0,426.0,16,Europe
8348,1,5,0,1,wiseri,163524.0,failure,1,Information Technology,669.0,0.0,12,Europe
8349,6,5,0,1,wuaki.tv,38730470.0,success,1,Media & Publishing,973.0,0.0,13,Europe
8350,2,2,0,1,Yunait,2894000.0,success,1,Information Technology,539.0,0.0,13,Europe
8351,2,2,2,1,Zyncro,3805520.0,success,2,Information Technology,581.0,304.0,13,Europe
8352,2,0,3,4,adicate timeads,2900000.0,failure,3,Media & Publishing,0.0,760.0,17,Europe
8353,2,1,1,1,CatchTheEye,2600000.0,failure,2,Media & Publishing,25.0,5.0,14,Europe
8354,5,7,0,5,Colibria,12971851.0,success,1,Information Technology,2592.0,0.0,22,Europe
