,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
328,Andera,9350000.0,success,2,Services,2891.0,879.0,22,North America
329,AndersonBrecon,75000000.0,success,1,Health Care & Biotechnology,2689.0,0.0,16,North America
330,Andigilog,29600000.0,failure,4,Media & Publishing,2755.0,1313.0,26,North America
331,AndroJek,400000.0,failure,1,Health Care & Biotechnology,1264.0,0.0,14,North America
332,Anesiva,30000000.0,success,3,Health Care & Biotechnology,3273.0,534.0,23,North America
333,Angie's List,182600000.0,success,9,Media & Publishing,4169.0,1967.0,27,North America
334,AngioScore,42000000.0,success,2,Health Care & Biotechnology,1742.0,1289.0,19,North America
335,Angstro,225000.0,success,1,Information Technology,4.0,0.0,15,North America
336,Annovation BioPharma,10375000.0,success,3,Health Care & Biotechnology,866.0,482.0,13,North America
337,Anonymous You,200000.0,failure,1,Community and Lifestyle,0.0,0.0,12,North America
338,ANPI,1250016.0,failure,1,Electronics,6647.0,0.0,26,North America
339,Ansible,6000000.0,success,1,Transportation,223.0,0.0,9,North America
340,InboxQ,38730470.0,failure,2,Information Technology,92.0,150.0,13,North America
341,Answers Corporation,384410000.0,success,9,Information Technology,0.0,5773.0,23,North America
342,ANTERIOS,17194548.0,success,6,Information Technology,1388.0,1267.0,16,North America
343,Anthem Healthcare Intelligence,4800000.0,failure,1,Health Care & Biotechnology,3185.0,0.0,18,North America
344,Anthera Pharmaceuticals,50500000.0,success,2,Health Care & Biotechnology,1687.0,768.0,18,North America
345,Anthillz,38730470.0,failure,1,Information Technology,156.0,0.0,14,North America
346,AntriaBio,20366452.0,success,6,Health Care & Biotechnology,958.0,973.0,12,North America
347,ANTs Software,28306508.0,failure,4,Information Technology,11337.0,636.0,43,North America
348,AnySource Media,3200000.0,success,1,Information Technology,1170.0,0.0,16,North America
349,Anystream,70000000.0,success,4,Information Technology,0.0,2594.0,22,North America
350,TEAM INTERVAL,380000.0,failure,1,Sports,0.0,0.0,10,North America
351,AOI Medical,4041700.0,failure,2,Health Care & Biotechnology,2660.0,266.0,18,North America
352,AOL,1000000000.0,success,1,Media & Publishing,7496.0,0.0,37,North America
353,Aoxing Pharmaceutical,5000000.0,success,1,Health Care & Biotechnology,4787.0,0.0,25,North America
354,ApeniMED,3853000.0,success,2,Health Care & Biotechnology,1292.0,425.0,15,North America
355,Aperio Technologies,46420308.0,success,4,Information Technology,2132.0,2837.0,23,North America
356,Aperto Networks,160279780.0,success,15,Electronics,0.0,4058.0,23,North America
357,API Cryptek,17200000.0,success,2,Information Technology,6246.0,1483.0,36,North America
358,Apieron,43500000.0,failure,4,Health Care & Biotechnology,730.0,2344.0,21,North America
359,Apigee,173000000.0,success,7,Information Technology,304.0,3315.0,18,North America
360,Apiphany,2900000.0,success,2,Information Technology,59.0,409.0,10,North America
361,Aplicor,22579244.0,failure,8,Information Technology,2130.0,1937.0,19,North America
362,Apnex Medical,60100000.0,failure,4,Health Care & Biotechnology,498.0,1960.0,16,North America
363,ApogeeInvent,70000.0,failure,3,Design & Platforms,3227.0,68.0,18,North America
364,AppArchitect,38730470.0,success,1,Information Technology,339.0,0.0,10,North America
365,Appature,9600000.0,failure,2,Information Technology,1071.0,949.0,15,North America
366,Appbistro,600000.0,failure,2,Information Technology,0.0,224.0,12,North America
367,"AppCentral, Inc.",4000000.0,success,1,Information Technology,1358.0,0.0,15,North America
368,Appetas,120000.0,success,3,Commerce & Marketing,53.0,341.0,10,North America
369,Appfluent Technology,4100000.0,success,1,Data Science,3.0,0.0,17,North America
370,Appfolio,30000000.0,success,2,Real Estate,882.0,443.0,16,North America
371,Appia,44250000.0,success,8,Media & Publishing,152.0,1992.0,14,North America
372,Appinions,5600000.0,success,3,Media & Publishing,1308.0,639.0,14,North America
373,AppIQ,12000000.0,success,1,Information Technology,787.0,0.0,21,North America
374,Appiterate,500000.0,success,1,Information Technology,455.0,0.0,9,North America
375,AppJet,715000.0,success,3,Information Technology,0.0,611.0,15,North America
376,Apple,250000.0,success,1,Electronics,409.0,0.0,46,North America
377,Application Security,17000000.0,success,2,Information Technology,1290.0,642.0,21,North America
378,Applied Genetics Technologies Corporation,78050000.0,success,5,Health Care & Biotechnology,0.0,3306.0,13,North America
379,Applied Identity,30300000.0,failure,3,Media & Publishing,1108.0,1357.0,20,North America
380,Applied Isotope Technologies,1358979.0,failure,3,Information Technology,1175.0,2198.0,19,North America
381,Applied Optoelectronics,45319940.0,success,3,Media & Publishing,3750.0,1990.0,25,North America
382,Applied Predictive Technologies,154000000.0,success,2,Information Technology,2806.0,2485.0,23,North America
383,Applied Quantum Technologies,49770144.0,failure,5,Manufacturing,0.0,1837.0,15,North America
384,Applimation,4000000.0,success,1,Information Technology,2650.0,0.0,24,North America
385,AppointmentCity,800000.0,success,1,Information Technology,273.0,0.0,13,North America
386,Apposphere,50000.0,failure,2,Other,0.0,153.0,7,North America
387,Apprats,38730470.0,failure,1,Information Technology,365.0,0.0,13,North America
388,AppRedeem,700000.0,success,1,Media & Publishing,288.0,0.0,12,North America
389,Apprema,800000.0,failure,1,Commerce & Marketing,70.0,0.0,15,North America
390,Approva,63000000.0,success,9,Information Technology,395.0,2764.0,21,North America
391,Apps Genius,40000.0,failure,1,Game & Applications,476.0,0.0,13,North America
392,Appscio,7000000.0,failure,2,Information Technology,443.0,655.0,16,North America
393,appssavvy,13329915.0,failure,4,Media & Publishing,280.0,1212.0,14,North America
394,Appstores.com,1155000.0,success,2,Information Technology,69.0,365.0,12,North America
395,Apptera,30240000.0,success,3,Media & Publishing,2360.0,1094.0,21,North America
396,ApptheGame - Swoopt Daily Fantasy Sports,1700000.0,success,3,Electronics,592.0,504.0,11,North America
397,AppThwack,618000.0,success,2,Information Technology,193.0,144.0,10,North America
398,Apptive,1350000.0,success,3,Information Technology,266.0,386.0,10,North America
399,AppTrigger,23660962.0,success,2,Commerce & Marketing,2172.0,602.0,20,North America
400,Appurify,6250000.0,success,2,Information Technology,0.0,422.0,10,North America
401,AppzBizz Inc,38730470.0,failure,1,Services,181.0,0.0,7,North America
402,APR Energy,30000000.0,success,1,Science & Engineering,1886.0,0.0,18,North America
403,Aprimo,14500000.0,success,1,Information Technology,2557.0,0.0,24,North America
404,Apriso,16100000.0,success,2,Information Technology,3577.0,1490.0,29,North America
405,Aptana,13292327.0,success,2,Information Technology,788.0,137.0,15,North America
406,Aptera,56300000.0,failure,4,Transportation,1559.0,1556.0,19,North America
407,Aptito,1000000.0,success,2,Information Technology,0.0,485.0,11,North America
408,Aptiv Solutions,5660000.0,success,1,Health Care & Biotechnology,10712.0,0.0,39,North America
409,Apture,4600000.0,success,2,Media & Publishing,30.0,625.0,15,North America
410,APTwater,38730470.0,failure,1,Information Technology,211.0,0.0,13,North America
411,Aquest Systems,20000000.0,failure,1,Media & Publishing,1152.0,0.0,18,North America
412,AqueSys,99600000.0,success,4,Health Care & Biotechnology,934.0,2003.0,16,North America
413,Aragon Pharmaceuticals,122000000.0,success,4,Health Care & Biotechnology,146.0,1226.0,13,North America
414,Aragon Surgical,25000000.0,success,1,Health Care & Biotechnology,1101.0,0.0,17,North America
415,Aramsco,38730470.0,success,1,Services,14335.0,0.0,56,North America
416,Aratana Therapeutics,76750000.0,success,4,Health Care & Biotechnology,371.0,1021.0,12,North America
417,Arbor Surgical Technologies,20000000.0,failure,1,Manufacturing,2220.0,0.0,20,North America
418,Arcadia Biosciences,101000000.0,success,5,Health Care & Biotechnology,1261.0,3249.0,20,North America
419,Arch Rock Corporation,15000000.0,success,2,Information Technology,273.0,591.0,17,North America
420,Archipelago,125000000.0,success,7,Commerce & Marketing,791.0,1734.0,26,North America
421,Archive,38730470.0,success,1,Services,3786.0,0.0,42,North America
422,ArcMail,3000000.0,success,1,Information Technology,1461.0,0.0,17,North America
423,Arcot Systems,62000000.0,success,4,Privacy and Security,1708.0,2478.0,25,North America
424,ArcSight,26914000.0,success,3,Privacy and Security,0.0,2372.0,22,North America
425,Arcwave,8000000.0,failure,1,Electronics,2015.0,0.0,23,North America
426,Ardelyx,112785320.0,success,3,Health Care & Biotechnology,1415.0,1679.0,15,North America
427,Ardian,64080000.0,success,3,Health Care & Biotechnology,731.0,1542.0,19,North America
428,Arena Pharmaceuticals,220260000.0,success,3,Health Care & Biotechnology,11855.0,938.0,45,North America
429,Ares Commercial Real Estate Corporation,37000000.0,success,1,Real Estate,985.0,0.0,11,North America
430,Argos Therapeutics,128352070.0,success,7,Health Care & Biotechnology,5011.0,1667.0,25,North America
431,Argyle Social,1565000.0,success,2,Data Science,238.0,311.0,12,North America
432,Argyle Security,10450000.0,failure,1,Privacy and Security,12401.0,0.0,46,North America
433,ARHT Media,2000000.0,success,1,Media & Publishing,1129.0,0.0,10,North America
434,ARI Network Services,4800000.0,success,1,Commerce & Marketing,11759.0,0.0,41,North America
435,Aria Glassworks,1750000.0,failure,1,Information Technology,412.0,0.0,12,North America
436,Ariel Way,1100000.0,failure,1,Electronics,3768.0,0.0,21,North America
437,Arigami Semiconductor Systems Private,38730470.0,failure,1,Media & Publishing,657.0,0.0,14,North America
438,Arista Power,1500000.0,success,1,Information Technology,4840.0,0.0,21,North America
439,AristaSoft Corporation,30000000.0,failure,1,Other,154.0,0.0,23,North America
440,Aristos Logic,181860000.0,success,7,Information Technology,717.0,2053.0,22,North America
441,Arithmatica,622000.0,failure,1,Information Technology,3287.0,0.0,24,North America
442,Alaris,845075.0,failure,2,Information Technology,316.0,1684.0,13,North America
443,BlogGlue,1000000.0,failure,1,Media & Publishing,332.0,0.0,13,North America
444,Arkeia Software,7000000.0,success,2,Privacy and Security,3138.0,1001.0,26,North America
445,Armor5,2000000.0,success,1,Information Technology,788.0,0.0,11,North America
446,Armorize Technologies,955000.0,success,2,Privacy and Security,377.0,1250.0,17,North America
447,Arpeggi Inc,195000.0,success,1,Health Care & Biotechnology,396.0,0.0,10,North America
448,ARPU,15564591.0,failure,3,Media & Publishing,426.0,1277.0,17,North America
449,Array BioPharma,85000000.0,success,1,Health Care & Biotechnology,6269.0,0.0,24,North America
450,Arriva Pharmaceuticals,38730470.0,failure,1,Health Care & Biotechnology,2760.0,0.0,25,North America
451,Arrowhead Research,65982896.0,success,3,Health Care & Biotechnology,2051.0,1523.0,18,North America
452,Arroyo Video Solutions,25000000.0,success,2,Game & Applications,846.0,310.0,20,North America
453,Arsenal Digital Solutions,49000000.0,success,3,Privacy and Security,1425.0,1169.0,24,North America
454,artandseek,50000.0,failure,1,Media & Publishing,0.0,0.0,15,North America
455,Workspace,5250000.0,failure,2,Information Technology,2750.0,2208.0,21,North America
456,Artifact Uprising,54302.0,success,1,Commerce & Marketing,800.0,0.0,10,North America
457,Artisan Mobile,7000000.0,success,2,Data Science,831.0,440.0,12,North America
458,Artisoft,38730470.0,success,1,Electronics,3209.0,0.0,40,North America
459,ArtistForce,38730470.0,failure,2,Game & Applications,31.0,365.0,16,North America
460,ArtsApp,38730470.0,success,1,Media & Publishing,340.0,0.0,14,North America
461,ArtusLabs,6883956.0,success,3,Information Technology,542.0,804.0,15,North America
462,Aruba Networks,30000000.0,success,1,Information Technology,1763.0,0.0,20,North America
463,Arxan Technologies,20047324.0,success,3,Privacy and Security,590.0,2592.0,21,North America
464,Arzoon,10000000.0,success,1,Transportation,1567.0,0.0,23,North America
465,As Seen on TV,12155000.0,failure,1,Commerce & Marketing,1040.0,0.0,13,North America
466,ASC Information Technology,200000.0,failure,1,Information Technology,2248.0,0.0,18,North America
467,Ascension Orthopedics,39664050.0,success,2,Health Care & Biotechnology,4404.0,1275.0,26,North America
468,Ascent Solar Technologies,71350000.0,success,8,Information Technology,2431.0,1498.0,17,North America
469,Asempra Technologies,20000000.0,success,1,Information Technology,1139.0,0.0,19,North America
470,Ask.com,25000000.0,success,2,Information Technology,0.0,1155.0,26,North America
471,Aspen Aerogels,136000000.0,success,6,Information Technology,2732.0,1787.0,21,North America
472,Aspen Technology,100000000.0,success,1,Information Technology,8265.0,0.0,41,North America
473,Assemblage,28000.0,success,2,Other,0.0,200.0,9,North America
474,Asset International,20000000.0,success,1,Media & Publishing,8953.0,0.0,37,North America
475,Desk,5700000.0,success,2,Information Technology,469.0,264.0,13,North America
476,AssuraMed,5700000.0,success,1,Health Care & Biotechnology,1908.0,0.0,15,North America
477,Astech,38730470.0,success,1,Services,8125.0,0.0,53,North America
478,Aster Data Systems,53000000.0,success,4,Data Science,123.0,1786.0,17,North America
479,Asthmatx,50000000.0,success,1,Health Care & Biotechnology,1596.0,0.0,19,North America
480,Astoria Software,38730470.0,success,1,Information Technology,4957.0,0.0,26,North America
481,Astrid,1900000.0,success,2,Information Technology,1155.0,409.0,14,North America
482,Astro Ape,38730470.0,failure,1,Game & Applications,608.0,0.0,13,North America
483,Astrum Software,5300000.0,success,1,Other,1524.0,0.0,25,North America
484,Astrum Solar,38730470.0,success,1,Information Technology,2503.0,0.0,15,North America
485,Asure Software,3200000.0,success,1,Information Technology,9785.0,0.0,37,North America
486,Atempo,35860000.0,success,3,Information Technology,4107.0,1620.0,30,North America
487,Atesto Technologies,15000000.0,failure,1,Services,458.0,0.0,22,North America
488,Athena Design Systems,4000000.0,failure,1,Information Technology,1489.0,0.0,19,North America
489,Athena Semiconductors,10000000.0,success,1,Media & Publishing,1081.0,0.0,21,North America
490,Athenahealth,40000000.0,success,3,Services,1003.0,1666.0,25,North America
491,AtheroMed,37673932.0,success,6,Health Care & Biotechnology,1440.0,1460.0,16,North America
492,Athersys,9000002.0,success,1,Health Care & Biotechnology,6291.0,0.0,27,North America
493,Athigo,200000.0,failure,1,Other,0.0,0.0,11,North America
494,AtHoc,8200000.0,success,2,Information Technology,90.0,2638.0,17,North America
495,atHomestars,300000.0,failure,1,Media & Publishing,757.0,0.0,11,North America
496,AtlanteTrek,50000.0,failure,1,Information Technology,431.0,0.0,13,North America
497,Atlantic Tele-Network,39700000.0,failure,1,Information Technology,8393.0,0.0,35,North America
498,Atlas Guides,400000.0,failure,1,Services,861.0,0.0,14,North America
499,Atlas Watersystems,38730470.0,failure,1,Services,3653.0,0.0,35,North America
500,Aton Pharma,13700000.0,success,1,Health Care & Biotechnology,739.0,0.0,21,North America
501,Atossa Genetics,32600000.0,success,3,Health Care & Biotechnology,907.0,1431.0,13,North America
502,Atrenta,46341484.0,success,6,Information Technology,154.0,4319.0,21,North America
503,Atrica,39200000.0,failure,2,Information Technology,1294.0,992.0,22,North America
504,AtriCure,8500000.0,success,2,Health Care & Biotechnology,0.0,731.0,22,North America
505,Atrua Technologies,13000000.0,success,3,Electronics,2532.0,811.0,22,North America
506,Attachments.me,2500000.0,success,2,Information Technology,60.0,398.0,11,North America
507,Attassa,38730470.0,success,1,Information Technology,0.0,0.0,15,North America
508,Attenex,5000000.0,success,1,Information Technology,1969.0,0.0,22,North America
509,Attributor,27200000.0,success,4,Information Technology,119.0,1594.0,17,North America
